user_id,step_name,answer,created_at,deployment_name,question_type,question,hashed_user_id,session_id
16462901985,start,asdf,2024-11-25 13:34:15.009207-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_558fc35e-e61b-4169-b873-b313509e4b2c_1732559646.705409
16462901985,player_select,Homeowner,2024-11-25 13:34:20.722122-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Petowner
3. Senior",35,16462901985_558fc35e-e61b-4169-b873-b313509e4b2c_1732559646.705409
16462901985,evacuate_select,Heck no! dont evacuate,2024-11-25 13:34:27.460530-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_558fc35e-e61b-4169-b873-b313509e4b2c_1732559646.705409
16462901985,no_evacuate_details,because they dont think the storm is really serious enough,2024-11-25 13:34:37.499922-05:00,Scored storms,mcq,"Why do you think other Homeowners don't evacuate?
1. because they want to protect their home
2. because they dont have a transportation option
3. because they dont have a place to stay
4. because they dont think the storm is really serious enough",35,16462901985_558fc35e-e61b-4169-b873-b313509e4b2c_1732559646.705409
16462901985,no_evacuate_details,because they dont have a place to stay,2024-11-25 13:34:41.983317-05:00,Scored storms,mcq,"Why do you think other Homeowners don't evacuate?
1. because they want to protect their home
2. because they dont have a transportation option
3. because they dont have a place to stay
4. because they dont think the storm is really serious enough",35,16462901985_558fc35e-e61b-4169-b873-b313509e4b2c_1732559646.705409
16462901985,no_evacuate_details,because they want to protect their home,2024-11-25 13:34:46.708829-05:00,Scored storms,mcq,"Why do you think other Homeowners don't evacuate?
1. because they want to protect their home
2. because they dont have a transportation option
3. because they dont have a place to stay
4. because they dont think the storm is really serious enough",35,16462901985_558fc35e-e61b-4169-b873-b313509e4b2c_1732559646.705409
16462901985,no_evacuate_details,because they want to protect their home,2024-11-25 13:34:50.863578-05:00,Scored storms,mcq,"Why do you think other Homeowners don't evacuate?
1. because they want to protect their home
2. because they dont have a transportation option
3. because they dont have a place to stay
4. because they dont think the storm is really serious enough",35,16462901985_558fc35e-e61b-4169-b873-b313509e4b2c_1732559646.705409
16462901985,start,Dan,2024-11-25 13:48:33.419238-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_9bed79de-cf8d-4c61-93cb-ce789c39b3ff_1732560502.0793693
16462901985,start,Dan,2024-11-25 13:48:38.300239-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_9bed79de-cf8d-4c61-93cb-ce789c39b3ff_1732560502.0793693
16462901985,start,Dan,2024-11-25 13:49:34.196352-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_3913c4d9-f137-45f3-9497-99146245c38e_1732560563.6839373
16462901985,start,Dan,2024-11-25 13:50:32.194066-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_72012a9b-8002-49be-8014-689565521227_1732560622.1806352
16462901985,playerselect,Homeowner,2024-11-25 13:50:38.150486-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Pet Owner
3. Senior",35,16462901985_72012a9b-8002-49be-8014-689565521227_1732560622.1806352
16462901985,start,Dan,2024-11-25 13:51:01.765812-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_600714d6-511e-43ae-b8a3-93b4c7222721_1732560652.4088666
16462901985,playerselect,Homeowner,2024-11-25 13:51:07.061850-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Pet Owner
3. Senior",35,16462901985_600714d6-511e-43ae-b8a3-93b4c7222721_1732560652.4088666
16462901985,start,Nad,2024-11-25 13:54:05.577159-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_fc854e19-615e-4dd7-9d40-d55700d4b315_1732560832.6724718
16462901985,playerselect,Homeowner,2024-11-25 13:54:11.512255-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Pet Owner
3. Senior",35,16462901985_fc854e19-615e-4dd7-9d40-d55700d4b315_1732560832.6724718
16462901985,evacuate_select,"Yep, evacuate!",2024-11-25 13:54:17.736329-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_fc854e19-615e-4dd7-9d40-d55700d4b315_1732560832.6724718
16462901985,start,And,2024-11-25 14:04:35.307682-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_a4f0cb30-d7de-4183-8a4b-fabc3bfd228b_1732561464.1167035
16462901985,playerselect,Pet Owner,2024-11-25 14:04:42.869873-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Pet Owner
3. Senior",35,16462901985_a4f0cb30-d7de-4183-8a4b-fabc3bfd228b_1732561464.1167035
16462901985,evacuate_select,"Yep, evacuate!",2024-11-25 14:04:56.947716-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_a4f0cb30-d7de-4183-8a4b-fabc3bfd228b_1732561464.1167035
16462901985,start,Dna,2024-11-25 14:06:17.331073-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_60a7ffe8-7905-448d-b285-649d6a8e6ff3_1732561562.4228268
16462901985,playerselect,Senior,2024-11-25 14:06:25.806001-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Pet Owner
3. Senior",35,16462901985_60a7ffe8-7905-448d-b285-649d6a8e6ff3_1732561562.4228268
16462901985,evacuate_select,"Yep, evacuate!",2024-11-25 14:06:35.841424-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_60a7ffe8-7905-448d-b285-649d6a8e6ff3_1732561562.4228268
16462901985,start,Lad,2024-11-25 14:11:10.114669-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_ccb1dd55-c11d-4b48-a356-d3b504ad7462_1732561860.4588482
16462901985,playerselect,Pet Owner,2024-11-25 14:11:16.037476-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Pet Owner
3. Senior",35,16462901985_ccb1dd55-c11d-4b48-a356-d3b504ad7462_1732561860.4588482
16462901985,evacuate_select,"Yep, evacuate!",2024-11-25 14:11:53.709901-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_ccb1dd55-c11d-4b48-a356-d3b504ad7462_1732561860.4588482
16462901985,evacuate_select,"Yep, evacuate!",2024-11-25 14:12:01.582554-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_ccb1dd55-c11d-4b48-a356-d3b504ad7462_1732561860.4588482
16462901985,start,Danielle,2024-11-25 14:13:27.351532-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_f8eb4922-b550-40fb-9b13-adb877ff9f32_1732561995.998433
16462901985,playerselect,Senior,2024-11-25 14:13:33.343044-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Pet Owner
3. Senior",35,16462901985_f8eb4922-b550-40fb-9b13-adb877ff9f32_1732561995.998433
16462901985,evacuate_select,"Yep, evacuate!",2024-11-25 14:13:41.574677-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_f8eb4922-b550-40fb-9b13-adb877ff9f32_1732561995.998433
16462901985,start,Al,2024-11-25 14:15:12.616221-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_bc9d1657-78da-486d-a551-33de28f1d3e7_1732562101.8416543
16462901985,playerselect,Homeowner,2024-11-25 14:15:20.352813-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Pet Owner
3. Senior",35,16462901985_bc9d1657-78da-486d-a551-33de28f1d3e7_1732562101.8416543
16462901985,evacuate_select,"Yep, evacuate!",2024-11-25 14:15:29.765787-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_bc9d1657-78da-486d-a551-33de28f1d3e7_1732562101.8416543
16462901985,evacuate_select,Heck no! dont evacuate,2024-11-25 14:15:39.569643-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_bc9d1657-78da-486d-a551-33de28f1d3e7_1732562101.8416543
16462901985,no_evacuate_details,because they dont think the storm is really serious enough,2024-11-25 14:15:51.293783-05:00,Scored storms,mcq,"Why do you think other Homeowners don't evacuate?
1. because they want to protect their home
2. because they dont have a transportation option
3. because they dont have a place to stay
4. because they dont think the storm is really serious enough",35,16462901985_bc9d1657-78da-486d-a551-33de28f1d3e7_1732562101.8416543
16462901985,start,asdf,2024-11-25 14:17:58.739382-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_41733386-cf48-4f3d-909a-73e4d96cef62_1732562268.8360484
16462901985,playerselect,Homeowner,2024-11-25 14:18:12.372250-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Pet Owner
3. Senior",35,16462901985_41733386-cf48-4f3d-909a-73e4d96cef62_1732562268.8360484
16462901985,evacuate_select,Heck no! dont evacuate,2024-11-25 14:18:20.802564-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_41733386-cf48-4f3d-909a-73e4d96cef62_1732562268.8360484
16147870050,start,max,2024-11-25 14:23:59.787340-05:00,Scored storms,var,"But before that, what is your players name?",32,16147870050_7d45d6a6-5633-44d6-98ce-1736d5141493_1732562628.6797307
16147870050,playerselect,Pet Owner,2024-11-25 14:24:07.654010-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Pet Owner
3. Senior",32,16147870050_7d45d6a6-5633-44d6-98ce-1736d5141493_1732562628.6797307
16147870050,evacuate_select,Heck no! dont evacuate,2024-11-25 14:24:16.536901-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",32,16147870050_7d45d6a6-5633-44d6-98ce-1736d5141493_1732562628.6797307
16462901985,start,Ladle,2024-11-25 14:28:56.306037-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_3311ea3c-c7dc-4ef5-b403-f76edbf7d4d2_1732562921.4954805
16462901985,playerselect,Pet Owner,2024-11-25 14:29:06.139425-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Pet Owner
3. Senior",35,16462901985_3311ea3c-c7dc-4ef5-b403-f76edbf7d4d2_1732562921.4954805
16462901985,evacuate_select,"Yep, evacuate!",2024-11-25 14:29:52.491175-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_3311ea3c-c7dc-4ef5-b403-f76edbf7d4d2_1732562921.4954805
16462901985,evacuate_select,Heck no! dont evacuate,2024-11-25 14:30:26.756073-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_3311ea3c-c7dc-4ef5-b403-f76edbf7d4d2_1732562921.4954805
16462901985,start,daan,2024-11-25 14:36:18.283049-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_9b6ae564-809c-43be-8799-db250a77f211_1732563359.9336622
16462901985,playerselect,Homeowner,2024-11-25 14:36:24.141572-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Pet Owner
3. Senior",35,16462901985_9b6ae564-809c-43be-8799-db250a77f211_1732563359.9336622
16462901985,evacuate_select,"Yep, evacuate!",2024-11-25 14:36:32.117871-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_9b6ae564-809c-43be-8799-db250a77f211_1732563359.9336622
16462901985,start,dldldldl,2024-11-25 14:37:06.448680-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_246d4884-cbb3-4e32-9c4e-3c0b4850e596_1732563416.4887178
16462901985,playerselect,Pet Owner,2024-11-25 14:37:15.945476-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Pet Owner
3. Senior",35,16462901985_246d4884-cbb3-4e32-9c4e-3c0b4850e596_1732563416.4887178
16462901985,evacuate_select,Heck no! dont evacuate,2024-11-25 14:37:23.665667-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_246d4884-cbb3-4e32-9c4e-3c0b4850e596_1732563416.4887178
16462901985,start,alae3d,2024-11-25 14:40:25.417059-05:00,Scored storms,var,"But before that, what is your players name?",35,16462901985_2ee99ce9-1e2e-4a8f-bf1c-873d76d0519f_1732563613.8122125
16462901985,playerselect,Homeowner,2024-11-25 14:40:32.291078-05:00,Scored storms,mcq,"Please select your player type
1. Homeowner
2. Pet Owner
3. Senior",35,16462901985_2ee99ce9-1e2e-4a8f-bf1c-873d76d0519f_1732563613.8122125
16462901985,evacuate_select,"Yep, evacuate!",2024-11-25 14:40:51.642009-05:00,Scored storms,mcq,"A hurricane is coming and high winds and flooding are expected. You get an alert that you are required to evacuate. Do you think players of your type evacuate? Please select a response:
1. Yep, evacuate!
2. Heck no! dont evacuate",35,16462901985_2ee99ce9-1e2e-4a8f-bf1c-873d76d0519f_1732563613.8122125
16462901985,evacuate_details,drive,2024-11-25 14:43:39.885629-05:00,Scored storms,mcq,"How do you think other players of your type would evacuate?
1. drive
2. take public transit",35,16462901985_2ee99ce9-1e2e-4a8f-bf1c-873d76d0519f_1732563613.8122125
16462901985,metastuff,"Please stop, Im done!",2024-11-25 15:09:43.079865-05:00,Scored storms,mcq,"Would you like to share some game ideas?
1. That would be fun
2. Please stop, Im done!",35,16462901985_2ee99ce9-1e2e-4a8f-bf1c-873d76d0519f_1732563613.8122125
